sentence_ID	dependent_ID	dependent	dependent_lemma	dependent_UPOS	dependent_XPOS	head_ID	dependency_type
5	40	可能	可能	AUX	MD	7	parataxis
EOS
6	1	我们	我	PRON	PRP	4	nsubj
6	2	要	要	AUX	MD	4	aux
6	3	同时	同时	NOUN	NN	4	nmod:tmod
6	4	看见	看见	VERB	VV	13	advcl
6	5	一	一	NUM	CD	6	nummod
6	6	个	个	NOUN	NNB	7	clf
6	7	部门	部门	NOUN	NN	10	nmod
6	8	以上	以上	ADP	IN	7	case
6	9	的	的	PART	DEC	7	case
6	10	工人	工人	NOUN	NN	4	obj
6	11	也	也	ADV	RB	13	mark
6	12	不	不	ADV	RB	13	advmod
6	13	可能	可能	AUX	MD	0	root
EOS
7	1	象	象	NOUN	NN	8	nmod
7	2	这	这	DET	DT	3	det
7	3	种	种	NOUN	NNB	6	nmod
7	4	大	大	PART	PFA	6	case
7	5	制造	制造	VERB	VV	6	compound
7	6	业	业	PART	SFN	8	nmod
7	7	的	的	PART	DEC	6	case
7	8	工作	工作	NOUN	NN	37	nsubj
7	9	尽管	尽管	ADP	IN	15	case
7	10	实际	实际	NOUN	NN	15	obl
7	11	上	上	ADP	IN	10	case
7	12	比小	比小	ADJ	JJ	14	amod
7	13	制造	制造	VERB	VV	14	compound
7	14	业	业	PART	SFN	15	nsubj
7	15	分成	分成	VERB	VV	37	ccomp
7	16	多	多	ADJ	JJ	17	advcl
7	17	得多	得多	ADJ	JJ	19	amod
7	18	的	的	PART	DEC	17	mark:rel
7	19	部分	部分	NOUN	NN	15	obj
7	20	但	但	ADV	RB	37	mark
7	21	因为	因为	ADP	IN	26	case
7	22	这	这	DET	DT	23	det
7	23	种	种	NOUN	NNB	24	clf
7	24	划分	划分	NOUN	NN	26	nsubj
7	25	不能	能	AUX	MD	26	aux
7	26	象	象	VERB	VV	37	ccomp
7	27	小	小	PART	PFA	28	case
7	28	制造	制造	VERB	VV	29	compound
7	29	业	业	PART	SFN	31	nmod
7	30	的	的	PART	DEC	29	case
7	31	划分	划分	NOUN	NN	33	nsubj
7	32	那么	那么	ADV	RB	33	advmod
7	33	明显	明显	ADJ	JJ	26	ccomp
7	34	所以	所以	ADV	RB	37	mark
7	35	很少	很少	ADJ	JJ	36	amod
7	36	人	人	NOUN	NN	37	nsubj
7	37	注意	注意	VERB	VV	0	root
7	38	到	到	VERB	VV	37	mark
EOS
8	1	扣针	扣针	NOUN	NN	3	nmod
8	2	制造	制造	VERB	VV	3	compound
8	3	业	业	PART	SFN	6	nsubj
8	4	是	是	AUX	VC	6	cop
8	5	极	极	ADV	RB	6	advmod
8	6	微小	微小	ADJ	JJ	0	root
8	7	的	的	PART	UH	6	discourse
8	8	了	了	PART	UH	6	discourse
8	9	但	但	ADV	RB	14	mark
8	10	它	它	PRON	PRP	12	det
8	11	的	的	PART	DEC	10	case
8	12	分工	分工	NOUN	NN	14	nsubj
8	13	往往	往往	ADV	RB	14	advmod
8	14	唤起	唤起	VERB	VV	6	parataxis
8	15	人们	人	NOUN	NN	17	nmod
8	16	的	的	PART	DEC	15	case
8	17	注意	注意	NOUN	NN	14	obj
EOS
9	1	所以	所以	ADV	RB	5	mark
9	2	我	我	PRON	PRP	5	nsubj
9	3	把	把	ADP	BB	4	case
9	4	它	它	PRON	PRP	5	obl:patient
9	5	引来	引来	VERB	VV	0	root
9	6	作	作	VERB	VV	5	xcomp
9	7	为	为	VERB	VC	6	mark
9	8	例子	例子	NOUN	NN	6	obj
EOS
10	1	一	一	NUM	CD	2	nummod
10	2	个	个	NOUN	NNB	4	nmod
10	3	劳动	劳动	VERB	VV	4	compound
10	4	者	者	PART	SFN	35	nsubj
10	5	如果	如果	ADP	IN	11	case
10	6	对于	对于	ADP	IN	11	case
10	7	这	这	DET	DT	8	det
10	8	职业	职业	NOUN	NN	11	nmod
10	9	分工	分工	VERB	VV	11	acl:relcl
10	10	的	的	PART	DEC	9	mark:rel
10	11	结果	结果	NOUN	NN	12	obl
10	12	使	使	VERB	VV	27	advcl
10	13	扣针	扣针	VERB	VV	15	advcl
10	14	的	的	PART	DEV	13	mark:adv
10	15	制造	制造	VERB	VV	12	xcomp
10	16	成	成	VERB	VV	15	xcomp
10	17	为	为	VERB	VC	16	mark
10	18	一	一	NUM	CD	19	nummod
10	19	种	种	NOUN	NNB	21	clf
10	20	专门	专门	ADJ	JJ	21	amod
10	21	职业	职业	NOUN	NN	16	obj
10	22	没有	有	VERB	VV	27	advcl
10	23	受过	受过	VERB	VV	22	xcomp
10	24	相当	相当	ADV	RB	25	advmod
10	25	训练	训练	NOUN	NN	23	obj
10	26	又	又	ADV	RB	27	mark
10	27	不知	知	VERB	VV	35	csubj
10	28	怎样	怎样	ADV	RB	29	advmod
10	29	使用	使用	VERB	VV	34	acl:relcl
10	30	这	这	DET	DT	31	det
10	31	职业	职业	NOUN	NN	34	nmod
10	32	上	上	ADP	IN	31	case
10	33	的	的	PART	DEC	29	mark:rel
10	34	机械	机械	NOUN	NN	27	obj
10	35	使	使	VERB	VV	48	acl
10	36	这	这	DET	DT	37	det
10	37	种	种	NOUN	NNB	38	clf
10	38	机械	机械	NOUN	NN	39	nsubj
10	39	有	有	VERB	VV	42	acl:relcl
10	40	发明	发明	VERB	VV	39	xcomp
10	41	的	的	PART	DEC	39	mark:rel
10	42	可能	可能	NOUN	NN	35	obj
10	43	的	的	PART	UH	35	discourse
10	44	恐怕	恐怕	ADV	RB	48	advmod
10	45	也是	是	AUX	VC	48	cop
10	46	分工	分工	ADJ	JJ	48	amod
10	47	的	的	PART	DEC	46	mark:rel
10	48	结果	结果	NOUN	NN	0	root
10	49	那么	那么	ADV	RB	57	advmod
10	50	纵使	纵使	ADP	IN	52	case
10	51	竭力	竭力	VERB	VV	52	advcl
10	52	工作	工作	VERB	VV	57	xcomp
10	53	也许	也许	ADV	RB	57	advmod
10	54	一	一	NUM	CD	55	nummod
10	55	天	天	NOUN	NNB	57	nmod:tmod
10	56	也	也	ADV	RB	57	mark
10	57	制造	制造	VERB	VV	67	advcl
10	58	不出	出	VERB	VV	57	mark
10	59	一	一	NUM	CD	60	nummod
10	60	枚	枚	NOUN	NNB	61	clf
10	61	扣针	扣针	NOUN	NN	57	obj
10	62	要	要	AUX	MD	63	aux
10	63	做	做	VERB	VV	67	advcl
10	64	二十	二十	NUM	CD	65	nummod
10	65	枚	枚	NOUN	NNB	63	obj
10	66	当然	当然	ADV	RB	67	advmod
10	67	是	是	VERB	VC	48	parataxis
10	68	决不	决不	ADV	RB	69	advmod
10	69	可能	可能	AUX	MD	67	xcomp
10	70	了	了	PART	UH	67	discourse
EOS
11	1	但	但	ADV	RB	13	mark
11	2	按照	按照	ADP	IN	6	case
11	3	现在	现在	NOUN	NN	4	nmod:tmod
11	4	经营	经营	VERB	VV	6	acl:relcl
11	5	的	的	PART	DEC	4	mark:rel
11	6	方法	方法	NOUN	NN	13	obl
11	7	不但	不但	ADP	IN	13	case
11	8	这	这	DET	DT	9	det
11	9	种	种	NOUN	NNB	10	clf
11	10	作业	作业	NOUN	NN	13	nsubj
11	11	全部	全部	DET	DT	13	obl
11	12	已经	已经	ADV	RB	13	advmod
11	13	成	成	VERB	VV	21	ccomp
11	14	为	为	VERB	VC	13	mark
11	15	专门	专门	ADJ	JJ	16	amod
11	16	职业	职业	NOUN	NN	13	obj
11	17	而且	而且	ADV	RB	21	mark
11	18	这	这	DET	DT	19	det
11	19	种	种	NOUN	NNB	20	clf
11	20	职业	职业	NOUN	NN	21	nsubj
11	21	分成	分成	VERB	VV	30	advcl
11	22	若干	若干	NUM	CD	23	nummod
11	23	部门	部门	NOUN	NN	21	obj
11	24	其中	其中	NOUN	NN	25	obl
11	25	有	有	VERB	VV	30	advcl
11	26	大	大	ADV	RB	27	advmod
11	27	多数	多数	ADJ	JJ	25	xcomp
11	28	也	也	ADV	RB	30	mark
11	29	同样	同样	ADV	RB	30	advmod
11	30	成	成	VERB	VV	0	root
11	31	为	为	VERB	VC	30	mark
11	32	专门	专门	ADJ	JJ	33	amod
11	33	职业	职业	NOUN	NN	30	obj
EOS
12	1	一	一	NUM	CD	2	nummod
12	2	个	个	NOUN	NNB	3	clf
12	3	人	人	NOUN	NN	5	nmod
12	4	抽铁	抽铁	VERB	VV	5	compound
12	5	线	线	PART	SFN	9	obj
12	6	一	一	NUM	CD	7	nummod
12	7	个	个	NOUN	NNB	8	clf
12	8	人	人	NOUN	NN	9	nsubj
12	9	拉直	拉直	VERB	VV	0	root
12	10	一	一	NUM	CD	11	nummod
12	11	个	个	NOUN	NNB	12	clf
12	12	人	人	NOUN	NN	13	nsubj
12	13	切截	切截	VERB	VV	30	advcl
12	14	一	一	NUM	CD	15	nummod
12	15	个	个	NOUN	NNB	16	clf
12	16	人	人	NOUN	NN	18	nmod
12	17	削尖	削尖	VERB	VV	18	compound
12	18	线	线	PART	SFN	21	nmod
12	19	的	的	PART	DEC	18	case
12	20	一	一	NUM	CD	21	nummod
12	21	端	端	NOUN	NN	13	obj
12	22	一	一	NUM	CD	23	nummod
12	23	个	个	NOUN	NNB	24	clf
12	24	人	人	NOUN	NN	25	nsubj
12	25	磨	磨	VERB	VV	30	advcl
12	26	另	另	DET	DT	28	det
12	27	一	一	NUM	CD	28	nummod
12	28	端	端	NOUN	NN	25	obj
12	29	以	以	ADV	RB	30	mark
12	30	便	便	VERB	VV	9	parataxis
12	31	装上	装上	VERB	VV	30	xcomp
12	32	圆头	圆头	NOUN	NN	31	obj
EOS
13	1	要	要	AUX	MD	2	aux
13	2	做	做	VERB	VV	6	advcl
13	3	圆头	圆头	NOUN	NN	2	obj
13	4	就	就	ADV	RB	6	mark
13	5	需要	需要	AUX	MD	6	aux
13	6	有	有	VERB	VV	0	root
13	7	二	二	NUM	CD	9	nummod
13	8	三	三	NUM	CD	9	nummod
13	9	种	种	NOUN	NNB	12	clf
13	10	不同	不同	ADJ	JJ	12	amod
13	11	的	的	PART	DEC	10	mark:rel
13	12	操作	操作	NOUN	NN	6	obj
EOS
14	1	装圆	装圆	VERB	VV	2	compound
14	2	头	头	PART	SFN	11	nsubj
14	3	涂	涂	NOUN	NN	4	nmod
14	4	白色	白色	NOUN	NN	2	appos
14	5	乃	乃	ADV	RB	7	advmod
14	6	至	至	ADP	IN	7	case
14	7	包装	包装	NOUN	NN	2	conj
14	8	都是	是	AUX	VC	11	cop
14	9	专门	专门	ADJ	JJ	11	amod
14	10	的	的	PART	DEC	9	mark:rel
14	11	职业	职业	NOUN	NN	0	root
EOS
15	1	这样	这样	PRON	PRD	5	obl
15	2	扣针	扣针	NOUN	NN	4	nmod
15	3	的	的	PART	DEC	2	case
15	4	制造	制造	NOUN	NN	5	nsubj
15	5	分	分	VERB	VV	0	root
15	6	为	为	VERB	VC	5	mark
15	7	十八	十八	NUM	CD	8	nummod
15	8	种	种	NOUN	NNB	9	clf
15	9	操作	操作	NOUN	NN	5	obj
EOS
16	1	有些	有些	VERB	VV	0	root
16	2	工厂	工厂	NOUN	NN	1	obj
16	3	这	这	DET	DT	5	det
16	4	十八	十八	NUM	CD	5	nummod
16	5	种	种	NOUN	NNB	6	nmod
16	6	操作	操作	NOUN	NN	7	nsubj
16	7	分	分	VERB	VV	1	ccomp
16	8	由	由	VERB	VV	7	mark
16	9	十八	十八	NUM	CD	10	nummod
16	10	个	个	NOUN	NNB	12	clf
16	11	专门	专门	ADJ	JJ	12	amod
16	12	工人	工人	NOUN	NN	13	nsubj
16	13	担任	担任	VERB	VV	7	ccomp
EOS
17	1	固然	固然	ADV	RB	6	advmod
17	2	有时	有时	ADV	RB	6	advmod
17	3	一	一	NUM	CD	4	nummod
17	4	人	人	NOUN	NN	6	nsubj
17	5	也	也	ADV	RB	6	mark
17	6	兼任	兼任	VERB	VV	0	root
17	7	二	二	NUM	CD	8	nummod
17	8	三门	三门	NOUN	NN	6	obj
EOS
18	1	我	我	PRON	PRP	11	nsubj
18	2	见	见	VERB	VV	11	advcl
18	3	过	过	AUX	AS	2	aux
18	4	一	一	NUM	CD	5	nummod
18	5	个	个	NOUN	NNB	9	clf
18	6	这	这	DET	DT	7	det
18	7	种	种	NOUN	NNB	9	clf
18	8	小	小	PART	PFA	9	case
18	9	工厂	工厂	NOUN	NN	2	obj
18	10	只	只	ADV	RB	11	advmod
18	11	雇用	雇用	VERB	VV	0	root
18	12	十	十	NUM	CD	13	nummod
18	13	个	个	NOUN	NNB	14	clf
18	14	工人	工人	NOUN	NN	11	obj
18	15	因	因	ADP	IN	16	case
18	16	此	此	PRON	PRD	23	obl
18	17	在	在	ADP	IN	21	case
18	18	这	这	DET	DT	20	det
18	19	一	一	NUM	CD	20	nummod
18	20	个	个	NOUN	NNB	21	nmod
18	21	工厂	工厂	NOUN	NN	23	obl
18	22	中	中	ADP	IN	21	case
18	23	有	有	VERB	VV	11	parataxis
18	24	几	几	NUM	CD	25	nummod
18	25	个	个	NOUN	NNB	26	clf
18	26	工人	工人	NOUN	NN	27	nsubj
18	27	担任	担任	VERB	VV	23	ccomp
18	28	二	二	NUM	CD	31	nummod
18	29	三	三	NUM	CD	30	nummod
18	30	种	种	NOUN	NNB	31	clf
18	31	操作	操作	NOUN	NN	27	obj
EOS
19	1	象	象	NOUN	NN	29	obl
19	2	这样	这样	PRON	PRD	6	nmod
19	3	一	一	NUM	CD	4	nummod
19	4	个	个	NOUN	NNB	6	clf
19	5	小	小	PART	PFA	6	case
19	6	工厂	工厂	NOUN	NN	8	nmod
19	7	的	的	PART	DEC	6	case
19	8	工人	工人	NOUN	NN	1	appos
19	9	虽	虽	ADP	IN	11	case
19	10	很	很	ADV	RB	11	advmod
19	11	穷困	穷困	ADJ	JJ	29	xcomp
19	12	他们	他	PRON	PRP	16	det
19	13	的	的	PART	DEC	12	case
19	14	必要	必要	ADJ	JJ	16	amod
19	15	机械	机械	NOUN	NN	16	nmod
19	16	设备	设备	NOUN	NN	29	nsubj
19	17	虽	虽	ADP	IN	19	case
19	18	很	很	ADV	RB	19	advmod
19	19	简陋	简陋	ADJ	JJ	29	xcomp
19	20	但	但	ADV	RB	29	mark
19	21	他们	他	PRON	PRP	29	nsubj
19	22	如果	如果	ADP	IN	23	case
19	23	勤勉	勤勉	VERB	VV	29	xcomp
19	24	努力	努力	VERB	VV	23	xcomp
19	25	一	一	NUM	CD	26	nummod
19	26	日	日	NOUN	NNB	29	nmod:tmod
19	27	也	也	ADV	RB	29	mark
19	28	能	能	AUX	MD	29	aux
19	29	成针	成针	VERB	VV	0	root
19	30	十二	十二	NUM	CD	31	nummod
19	31	磅	磅	NOUN	NNB	29	obj
EOS
