sentence_ID	dependent_ID	dependent	dependent_lemma	dependent_UPOS	dependent_XPOS	head_ID	dependency_type
2	31	修茸	修茸	VERB	VV	29	xcomp
EOS
3	1	在	在	ADP	IN	3	case
3	2	彻底	彻底	ADV	RB	3	advmod
3	3	实行	实行	VERB	VV	15	xcomp
3	4	分工	分工	NOUN	NN	3	obj
3	5	之后	之后	ADP	IN	3	mark
3	6	一	一	NUM	CD	7	nummod
3	7	人	人	NOUN	NN	8	nmod
3	8	自己	自己	PRON	PRD	9	nsubj
3	9	劳动	劳动	VERB	VV	11	acl:relcl
3	10	的	的	PART	DEC	9	mark:rel
3	11	产物	产物	NOUN	NN	15	nsubj
3	12	便	便	ADV	RB	15	mark
3	13	仅	仅	ADV	RB	15	advmod
3	14	能	能	AUX	MD	15	aux
3	15	满足	满足	VERB	VV	0	root
3	16	自身	自身	PRON	PRD	18	nsubj
3	17	随时	随时	ADV	RB	18	advmod
3	18	发生	发生	VERB	VV	20	acl:relcl
3	19	的	的	PART	DEC	18	mark:rel
3	20	需要	需要	NOUN	NN	24	nmod
3	21	的	的	PART	DEC	20	case
3	22	极	极	ADV	RB	23	advmod
3	23	小	小	ADJ	JJ	24	amod
3	24	部分	部分	NOUN	NN	15	obj
EOS
4	1	其他	其他	DET	DT	3	det
4	2	大	大	PART	PFA	3	case
4	3	部分	部分	NOUN	NN	4	nsubj
4	4	需要	需要	VERB	VV	0	root
4	5	必得	必得	AUX	MD	6	aux
4	6	仰赖	仰赖	VERB	VV	12	advcl
4	7	他人	他人	NOUN	NN	8	nsubj
4	8	劳动	劳动	VERB	VV	10	acl:relcl
4	9	的	的	PART	DEC	6	mark:rel
4	10	产物	产物	NOUN	NN	6	obj
4	11	来	来	ADV	RB	12	mark
4	12	供给	供给	VERB	VV	4	xcomp
EOS
5	1	这	这	DET	DT	2	det
5	2	种	种	NOUN	NNB	3	clf
5	3	产物	产物	NOUN	NN	8	nsubj
5	4	必	必	AUX	MD	8	aux
5	5	由	由	ADP	IN	8	advcl
5	6	购买	购买	VERB	VV	8	advcl
5	7	而	而	ADV	RB	8	mark
5	8	得	得	VERB	VV	0	root
EOS
6	1	购买	购买	VERB	VV	3	acl:relcl
6	2	的	的	PART	DEC	1	mark:rel
6	3	手段	手段	NOUN	NN	9	nsubj
6	4	即	即	ADV	RB	9	mark
6	5	是	是	AUX	VC	9	cop
6	6	他	他	PRON	PRP	9	nmod
6	7	自己	自己	PRON	PRD	9	det
6	8	的	的	PART	DEC	7	case
6	9	产物	产物	NOUN	NN	0	root
6	10	或者	或者	CCONJ	CC	11	cc
6	11	说	说	VERB	VV	9	conj
6	12	他	他	PRON	PRP	14	nmod
6	13	自己	自己	PRON	PRD	14	nmod
6	14	产物	产物	NOUN	NN	16	nmod
6	15	的	的	PART	DEC	14	case
6	16	价格	价格	NOUN	NN	11	obj
EOS
7	1	但	但	ADV	RB	16	mark
7	2	在	在	ADP	IN	3	case
7	3	购买	购买	VERB	VV	16	xcomp
7	4	以前	以前	ADP	IN	3	mark
7	5	不仅	不仅	ADP	IN	12	case
7	6	自己	自己	PRON	PRD	7	nsubj
7	7	劳动	劳动	VERB	VV	9	acl:relcl
7	8	的	的	PART	DEC	7	mark:rel
7	9	产物	产物	NOUN	NN	12	nsubj
7	10	要	要	AUX	MD	12	aux
7	11	已经	已经	ADV	RB	12	advmod
7	12	作成	作成	VERB	VV	16	ccomp
7	13	还	还	ADV	RB	16	mark
7	14	要	要	AUX	MD	16	aux
7	15	已经	已经	ADV	RB	16	advmod
7	16	卖掉	卖掉	VERB	VV	0	root
7	17	所以	所以	ADV	RB	32	mark
7	18	至少	至少	ADV	RB	25	advmod
7	19	在	在	ADP	IN	23	case
7	20	这	这	DET	DT	22	det
7	21	两	两	NUM	CD	22	nummod
7	22	件	件	NOUN	NNB	23	nmod
7	23	事情	事情	NOUN	NN	25	nsubj
7	24	能够	能够	AUX	MD	25	aux
7	25	办到	办到	VERB	VV	32	advcl
7	26	以前	以前	ADP	IN	25	mark
7	27	必须	必须	AUX	MD	32	aux
7	28	先	先	ADV	RB	32	mark
7	29	在	在	VERB	VV	32	advcl
7	30	某个	某个	DET	DT	31	det
7	31	地方	地方	NOUN	NN	29	obj
7	32	储有	储有	VERB	VV	43	advcl
7	33	各色	各色	NOUN	NN	36	nmod
7	34	各样	各样	ADJ	JJ	36	amod
7	35	的	的	PART	DEC	34	mark:rel
7	36	货物	货物	NOUN	NN	32	obj
7	37	足以	足以	ADV	RB	38	advmod
7	38	维持	维持	VERB	VV	43	advcl
7	39	他	他	PRON	PRP	41	det
7	40	的	的	PART	DEC	39	case
7	41	生活	生活	NOUN	NN	38	obj
7	42	并	并	ADV	RB	43	mark
7	43	提供	提供	VERB	VV	47	advcl
7	44	材料	材料	NOUN	NN	47	nsubj
7	45	和	和	CCONJ	CC	46	cc
7	46	工具	工具	NOUN	NN	44	conj
7	47	供	供	VERB	VV	16	parataxis
7	48	他	他	PRON	PRP	49	nsubj
7	49	使用	使用	VERB	VV	47	ccomp
EOS
8	1	例如	例如	VERB	VV	0	root
8	2	织匠	织匠	NOUN	NN	7	nsubj
8	3	在	在	ADP	IN	4	case
8	4	织物	织物	NOUN	NN	7	obl
8	5	尚	尚	ADV	RB	6	advmod
8	6	未	未	ADV	RB	7	advmod
8	7	作	作	VERB	VV	11	advcl
8	8	成	成	VERB	VV	7	mark
8	9	尚	尚	ADV	RB	10	advmod
8	10	未	未	ADV	RB	11	advmod
8	11	卖掉	卖掉	VERB	VV	14	xcomp
8	12	以前	以前	ADP	IN	11	mark
8	13	要	要	AUX	MD	14	aux
8	14	不是	是	VERB	VC	31	advcl
8	15	在	在	ADP	IN	17	case
8	16	自己	自己	PRON	PRD	17	nmod
8	17	手中	手中	NOUN	NN	21	obl
8	18	或	或	CCONJ	CC	20	cc
8	19	他人	他人	NOUN	NN	20	nmod
8	20	手中	手中	NOUN	NN	17	conj
8	21	有	有	VERB	VV	26	advcl
8	22	所	所	ADV	RB	23	mark
8	23	蓄积	蓄积	VERB	VV	21	xcomp
8	24	足	足	ADV	RB	26	advmod
8	25	以	以	ADV	RB	26	mark
8	26	维持	维持	VERB	VV	31	advcl
8	27	他	他	PRON	PRP	29	det
8	28	的	的	PART	DEC	27	case
8	29	生活	生活	NOUN	NN	26	obj
8	30	并	并	ADV	RB	31	mark
8	31	给	给	VERB	VV	1	ccomp
8	32	他	他	PRON	PRP	33	nsubj
8	33	提供	提供	VERB	VV	31	ccomp
8	34	材料	材料	NOUN	NN	33	obj
8	35	和	和	CCONJ	CC	36	cc
8	36	工具	工具	NOUN	NN	34	conj
8	37	他	他	PRON	PRP	38	nsubj
8	38	就织	就织	VERB	VV	1	ccomp
8	39	不出	出	VERB	VV	38	mark
8	40	任何	任何	DET	DT	41	det
8	41	东西	东西	NOUN	NN	38	obj
EOS
9	1	很	很	ADV	RB	2	advmod
9	2	明显	明显	ADJ	JJ	6	advcl
9	3	这	这	DET	DT	4	det
9	4	种	种	NOUN	NNB	5	clf
9	5	储蓄	储蓄	NOUN	NN	6	nsubj
9	6	非	非	VERB	VC	0	root
9	7	在	在	ADP	IN	9	case
9	8	他	他	PRON	PRP	9	nsubj
9	9	开始	开始	VERB	VV	6	ccomp
9	10	从事	从事	VERB	VV	9	xcomp
9	11	这	这	DET	DT	12	det
9	12	项	项	NOUN	NNB	13	clf
9	13	职业	职业	NOUN	NN	14	nsubj
9	14	很久	很久	ADJ	JJ	10	ccomp
9	15	以前	以前	ADP	IN	14	mark
9	16	完成	完成	VERB	VV	7	ccomp
9	17	不可	可	AUX	MD	16	aux
EOS
10	1	按照	按照	ADP	IN	4	case
10	2	事物	事物	NOUN	NN	4	nmod
10	3	的	的	PART	DEC	2	case
10	4	本性	本性	NOUN	NN	10	obl
10	5	资财	资财	NOUN	NN	7	nmod
10	6	的	的	PART	DEC	5	case
10	7	蓄积	蓄积	NOUN	NN	10	nsubj
10	8	必须	必须	AUX	MD	10	aux
10	9	在	在	ADP	IN	10	case
10	10	分工	分工	VERB	VV	0	root
10	11	以前	以前	ADP	IN	10	mark
EOS
11	1	预蓄	预蓄	VERB	VV	3	acl:relcl
11	2	的	的	PART	DEC	1	case
11	3	资财	资财	NOUN	NN	5	nsubj
11	4	愈	愈	ADV	RB	5	advmod
11	5	丰裕	丰裕	ADJ	JJ	0	root
11	6	分工	分工	VERB	VV	13	csubj
11	7	就	就	ADV	RB	13	mark
11	8	能	能	AUX	MD	13	aux
11	9	按	按	ADP	IN	10	case
11	10	比例	比例	NOUN	NN	13	nmod
11	11	地	地	PART	DEV	10	mark:adv
11	12	愈	愈	ADV	RB	13	advmod
11	13	细密	细密	ADJ	JJ	5	parataxis
11	14	而	而	ADV	RB	15	mark
11	15	分工	分工	VERB	VV	5	parataxis
11	16	越	越	ADV	RB	17	advmod
11	17	细密	细密	ADJ	JJ	15	xcomp
11	18	同	同	DET	DT	19	det
11	19	一	一	NUM	CD	21	nummod
11	20	数量	数量	NOUN	NN	21	nmod
11	21	工人	工人	NOUN	NN	24	nsubj
11	22	所	所	ADV	RB	24	mark
11	23	能	能	AUX	MD	24	aux
11	24	加工	加工	VERB	VV	26	acl:relcl
11	25	的	的	PART	DEC	24	mark:rel
11	26	材料	材料	NOUN	NN	33	nsubj
11	27	就	就	ADV	RB	33	mark
11	28	能	能	AUX	MD	33	aux
11	29	按	按	ADP	IN	32	case
11	30	更大	更大	ADJ	JJ	32	amod
11	31	的	的	PART	DEC	30	mark:rel
11	32	比例	比例	NOUN	NN	33	obl
11	33	增加	增加	VERB	VV	5	parataxis
EOS
12	1	每个	每个	DET	DT	2	det
12	2	工人	工人	NOUN	NN	4	nsubj
12	3	所	所	ADV	RB	4	mark
12	4	担任	担任	VERB	VV	6	acl:relcl
12	5	的	的	PART	DEC	4	mark:rel
12	6	操作	操作	NOUN	NN	8	nsubj
12	7	既	既	CCONJ	CC	8	cc
12	8	渐趋	渐趋	VERB	VV	11	ccomp
12	9	简单	简单	ADJ	JJ	8	xcomp
12	10	便	便	ADV	RB	11	mark
12	11	有	有	VERB	VV	0	root
12	12	各种	各种	DET	DT	15	det
12	13	新	新	PART	PFA	15	case
12	14	机械	机械	NOUN	NN	15	nmod
12	15	发明	发明	NOUN	NN	16	nsubj
12	16	使	使	VERB	VV	11	ccomp
12	17	操作	操作	VERB	VV	19	csubj
12	18	更为	更为	ADV	RB	19	advmod
12	19	简便	简便	ADJ	JJ	20	advcl
12	20	迅速	迅速	ADJ	JJ	16	ccomp
EOS
13	1	所以	所以	ADV	RB	27	mark
13	2	当	当	ADP	IN	7	case
13	3	分工	分工	NOUN	NN	4	nsubj
13	4	进步	进步	VERB	VV	7	acl:relcl
13	5	了	了	PART	UH	4	discourse
13	6	的	的	PART	DEC	4	mark:rel
13	7	时候	时候	NOUN	NN	27	nmod
13	8	雇用	雇用	VERB	VV	27	advcl
13	9	工人	工人	NOUN	NN	10	nmod
13	10	数目	数目	NOUN	NN	11	nsubj
13	11	不变	不变	ADJ	JJ	8	ccomp
13	12	所	所	ADV	RB	15	mark
13	13	必须	必须	AUX	MD	15	aux
13	14	预先	预先	ADV	RB	15	advmod
13	15	储有	储有	VERB	VV	18	acl:relcl
13	16	的	的	PART	DEC	15	mark:rel
13	17	食物	食物	NOUN	NN	18	nmod
13	18	供应	供应	NOUN	NN	27	nsubj
13	19	要	要	AUX	MD	27	aux
13	20	和	和	ADP	IN	23	case
13	21	在	在	ADP	IN	22	case
13	22	分工	分工	NOUN	NN	23	obl
13	23	没有	有	VERB	VV	27	xcomp
13	24	这样	这样	ADV	RB	25	advmod
13	25	进步	进步	VERB	VV	23	xcomp
13	26	时	时	ADP	IN	23	mark
13	27	相同	相同	ADJ	JJ	0	root
13	28	而	而	ADV	RB	49	mark
13	29	必须	必须	AUX	MD	31	aux
13	30	预先	预先	ADV	RB	31	advmod
13	31	储蓄	储蓄	VERB	VV	33	acl:relcl
13	32	的	的	PART	DEC	31	mark:rel
13	33	材料	材料	NOUN	NN	27	nsubj
13	34	和	和	CCONJ	CC	35	cc
13	35	工具	工具	NOUN	NN	33	conj
13	36	却	却	ADV	RB	49	mark
13	37	要	要	AUX	MD	49	aux
13	38	比	比	ADP	IN	41	case
13	39	在	在	ADP	IN	41	case
13	40	分工	分工	NOUN	NN	41	nsubj
13	41	没有	有	VERB	VV	46	ccomp
13	42	这样	这样	ADV	RB	43	advmod
13	43	进步	进步	VERB	VV	41	xcomp
13	44	时	时	ADP	IN	41	mark
13	45	所	所	ADV	RB	46	mark
13	46	需要	需要	VERB	VV	49	advcl
13	47	的	的	PART	DEV	46	mark:adv
13	48	来	来	ADV	RB	49	mark
13	49	得多	得多	ADJ	JJ	27	parataxis
EOS
14	1	况且	况且	ADV	RB	8	mark
14	2	一	一	NUM	CD	3	nummod
14	3	种	种	NOUN	NNB	5	clf
14	4	行业	行业	NOUN	NN	5	nmod
14	5	分工	分工	NOUN	NN	8	nsubj
14	6	越	越	ADV	RB	8	advmod
14	7	是	是	AUX	VC	8	cop
14	8	细密	细密	ADJ	JJ	0	root
14	9	它	它	PRON	PRP	12	det
14	10	的	的	PART	DEC	9	case
14	11	工人	工人	NOUN	NN	12	nmod
14	12	人数	人数	NOUN	NN	15	nsubj
14	13	往往	往往	ADV	RB	15	advmod
14	14	越是	越是	ADV	RB	15	advmod
14	15	增加	增加	VERB	VV	8	parataxis
14	16	更	更	ADV	RB	17	advmod
14	17	确切	确切	ADJ	JJ	19	advmod
14	18	地	地	PART	DEV	17	mark:adv
14	19	说	说	VERB	VV	20	advcl
14	20	使	使	VERB	VV	15	parataxis
14	21	他们	他	PRON	PRP	25	nsubj
14	22	分工	分工	ADJ	JJ	25	advcl
14	23	能够	能够	AUX	MD	25	aux
14	24	越来越	越来越	ADV	RB	25	advmod
14	25	细密	细密	ADJ	JJ	20	ccomp
14	26	的	的	PART	UH	20	discourse
14	27	就是	是	AUX	VC	31	cop
14	28	他们	他	PRON	PRP	29	nmod
14	29	人数	人数	NOUN	NN	31	nmod
14	30	的	的	PART	DEC	29	case
14	31	增加	增加	NOUN	NN	20	ccomp
EOS
15	1	要	要	AUX	MD	4	aux
15	2	这样	这样	PRON	PRD	4	obl
15	3	大大	大大	ADV	RB	4	advmod
15	4	改进	改进	VERB	VV	12	advcl
15	5	劳动	劳动	NOUN	NN	7	nmod
15	6	生产	生产	VERB	VV	7	compound
15	7	力	力	PART	SFN	4	obj
15	8	预蓄	预蓄	NOUN	NN	9	nmod
15	9	资财	资财	NOUN	NN	12	nsubj
15	10	是	是	AUX	VC	12	cop
15	11	绝对	绝对	ADV	RB	12	advmod
15	12	必要	必要	ADJ	JJ	0	root
15	13	的	的	PART	UH	12	discourse
EOS
16	1	而	而	ADV	RB	8	mark
16	2	这	这	DET	DT	3	det
16	3	种	种	NOUN	NNB	4	clf
16	4	蓄积	蓄积	NOUN	NN	8	nsubj
16	5	亦	亦	ADV	RB	8	mark
16	6	自然	自然	ADV	RB	8	advmod
16	7	会	会	AUX	MD	8	aux
16	8	导致	导致	VERB	VV	0	root
16	9	这	这	DET	DT	10	det
16	10	种	种	NOUN	NNB	11	clf
16	11	改进	改进	NOUN	NN	8	obj
EOS
17	1	投资	投资	VERB	VV	5	acl:relcl
17	2	雇用	雇用	VERB	VV	1	xcomp
17	3	劳动	劳动	VERB	VV	2	xcomp
17	4	的	的	PART	DEC	1	mark:rel
17	5	人	人	NOUN	NN	7	nsubj
17	6	自然	自然	ADV	RB	7	advmod
17	7	希望	希望	VERB	VV	0	root
17	8	投资	投资	NOUN	NN	9	nmod
17	9	方法	方法	NOUN	NN	12	nsubj
17	10	能够	能够	AUX	MD	12	aux
17	11	尽量	尽量	ADV	RB	12	advmod
17	12	产出	产出	VERB	VV	7	ccomp
17	13	最	最	ADV	RB	14	advmod
17	14	大量	大量	ADJ	JJ	16	amod
17	15	的	的	PART	DEC	14	mark:rel
17	16	产品	产品	NOUN	NN	12	obj
EOS
18	1	所以	所以	ADV	RB	9	mark
18	2	对	对	ADP	IN	6	case
18	3	工人	工人	NOUN	NN	4	nmod
18	4	职务	职务	NOUN	NN	6	nmod
18	5	的	的	PART	DEC	6	case
18	6	分配	分配	NOUN	NN	9	nsubj
18	7	必	必	AUX	MD	9	aux
18	8	努力	努力	VERB	VV	9	advcl
18	9	期	期	VERB	VV	0	root
18	10	其	其	PRON	PRP	11	nsubj
18	11	适当	适当	ADJ	JJ	9	ccomp
18	12	在	在	ADP	IN	18	case
18	13	能够	能够	AUX	MD	14	aux
18	14	发明	发明	VERB	VV	18	acl:relcl
18	15	或	或	CCONJ	CC	16	cc
18	16	购买	购买	VERB	VV	14	conj
18	17	的	的	PART	DEC	14	mark:rel
18	18	限度	限度	NOUN	NN	29	nmod
18	19	内	内	ADP	IN	18	case
18	20	他	他	PRON	PRP	22	nsubj
18	21	所	所	ADV	RB	22	mark
18	22	备置	备置	VERB	VV	24	acl:relcl
18	23	的	的	PART	DEC	22	mark:rel
18	24	机械	机械	NOUN	NN	26	nsubj
18	25	必	必	AUX	MD	29	aux
18	26	努力	努力	VERB	VV	27	compound
18	27	期	期	PART	SFN	9	parataxis
18	28	其	其	PRON	PRP	29	nsubj
18	29	精良	精良	ADJ	JJ	27	ccomp
EOS
19	1	但	但	ADV	RB	12	mark
19	2	在	在	ADP	IN	5	case
19	3	这	这	DET	DT	5	det
19	4	两	两	NUM	CD	5	nummod
19	5	方面	方面	NOUN	NN	12	obl
19	6	他	他	PRON	PRP	8	det
19	7	的	的	PART	DEC	6	case
19	8	能力	能力	NOUN	NN	9	nsubj
19	9	怎样	怎样	ADJ	JJ	12	advcl
19	10	往往	往往	ADV	RB	12	advmod
19	11	要	要	AUX	MD	12	aux
19	12	看	看	VERB	VV	0	root
19	13	他	他	PRON	PRP	15	nsubj
19	14	能	能	AUX	MD	15	aux
19	15	有	有	VERB	VV	12	ccomp
19	16	多少	多少	NUM	CD	17	nummod
19	17	资财	资财	NOUN	NN	15	obj
19	18	看	看	VERB	VV	12	ccomp
19	19	他	他	PRON	PRP	20	nsubj
19	20	能雇	能雇	VERB	VV	18	ccomp
19	21	多少	多少	NUM	CD	22	nummod
19	22	工人	工人	NOUN	NN	20	obj
EOS
20	1	所以	所以	ADV	RB	20	mark
20	2	在	在	ADP	IN	6	case
20	3	每	每	DET	DT	5	det
20	4	一	一	NUM	CD	5	nummod
20	5	国	国	NOUN	NN	6	nmod
20	6	家里	家里	NOUN	NN	20	obl
20	7	不仅	不仅	ADP	IN	11	case
20	8	产业	产业	NOUN	NN	10	nmod
20	9	的	的	PART	DEC	8	case
20	10	数量	数量	NOUN	NN	20	nsubj
20	11	随	随	VERB	VV	20	advcl
20	12	着	着	AUX	AS	11	aux
20	13	举办	举办	NOUN	NN	14	nmod
20	14	产业	产业	NOUN	NN	16	nmod
20	15	的	的	PART	DEC	14	case
20	16	资财	资财	NOUN	NN	18	nmod
20	17	的	的	PART	DEC	16	case
20	18	增加	增加	NOUN	NN	11	obj
20	19	而	而	ADV	RB	20	mark
20	20	增加	增加	VERB	VV	36	ccomp
20	21	而且	而且	ADV	RB	36	mark
20	22	由于	由于	ADP	IN	26	case
20	23	资财	资财	NOUN	NN	24	nsubj
20	24	增加	增加	VERB	VV	26	acl:relcl
20	25	的	的	PART	DEC	24	mark:rel
20	26	结果	结果	NOUN	NN	36	obl
20	27	同量	同量	NOUN	NN	28	nmod
20	28	产业	产业	NOUN	NN	31	nsubj
20	29	所	所	ADV	RB	31	mark
20	30	能	能	AUX	MD	31	aux
20	31	生产	生产	VERB	VV	33	acl:relcl
20	32	的	的	PART	DEC	31	mark:rel
20	33	产品	产品	NOUN	NN	36	nsubj
20	34	亦	亦	ADV	RB	36	mark
20	35	会	会	AUX	MD	36	aux
20	36	大增	大增	VERB	VV	0	root
EOS
